iShares Russell 3000 ETF
Fund Holdings as of,"Jun 30, 2020"
Inception Date,"May 22, 2000"
Shares Outstanding,"51,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"TPCO","TRIBUNE PUBLISHING","Equity","0.00","9.99","6,107.00","61,008.93","61,008.93","Communication","BGL0P16","US89609W1071","NASDAQ"
"ASPS","ALTISOURCE PORTFOLIO SOLUTIONS SA","Equity","0.00","14.74","4,051.00","59,711.74","59,711.74","Real Estate","B3VL8R5","LU0445408270","NASDAQ"
"GORO","GOLD RESOURCE CORP","Equity","0.00","4.11","14,415.00","59,245.65","59,245.65","Materials","B1DZ912","US38068T1051","Nyse Mkt Llc"
"DJCO","DAILY JOURNAL CORP","Equity","0.00","270.00","220.00","59,400.00","59,400.00","Communication","2251583","US2339121046","NASDAQ"
"MCBC","MACATAWA BANK CORP","Equity","0.00","7.82","7,600.00","59,432.00","59,432.00","Financials","2653822","US5542251021","NASDAQ"
"RCKY","ROCKY BRANDS INC","Equity","0.00","20.56","2,897.00","59,562.32","59,562.32","Consumer Discretionary","2746915","US7745151008","NASDAQ"
"OLP","ONE LIBERTY PROPERTIES REIT INC","Equity","0.00","17.62","3,382.00","59,590.84","59,590.84","Real Estate","2659615","US6824061039","New York Stock Exchange Inc."
"RBBN","RIBBON COMMUNICATIONS INC","Equity","0.00","3.93","15,237.00","59,881.41","59,881.41","Information Technology","BD2BLX1","US7625441040","NASDAQ"
"VRCA","VERRICA PHARMACEUTICALS INC","Equity","0.00","11.01","5,443.00","59,927.43","59,927.43","Health Care","BZ1NTH2","US92511W1080","NASDAQ"
"IDT","IDT CORP CLASS B","Equity","0.00","6.53","9,185.00","59,978.05","59,978.05","Communication","2757304","US4489475073","New York Stock Exchange Inc."
"LPG","DORIAN LPG LTD","Equity","0.00","7.74","7,755.00","60,023.70","60,023.70","Energy","BM4QJF5","MHY2106R1100","New York Stock Exchange Inc."
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Equity","0.00","167.78","358.00","60,065.24","60,065.24","Financials","2428439","US4333231029","NASDAQ"
"NCMI","NATIONAL CINEMEDIA INC","Equity","0.00","2.97","19,916.00","59,150.52","59,150.52","Communication","B1R2N51","US6353091076","NASDAQ"
"GRTS","GRITSTONE ONCOLOGY INC","Equity","0.00","6.64","8,795.00","58,398.80","58,398.80","Health Care","BF12XF5","US39868T1051","NASDAQ"
"TDW","TIDEWATER INC","Equity","0.00","5.59","10,454.00","58,437.86","58,437.86","Energy","BDFGDQ0","US88642R1095","New York Stock Exchange Inc."
"FBM","FOUNDATION BUILDING MATERIALS INC","Equity","0.00","15.61","3,751.00","58,553.11","58,553.11","Industrials","BYXR306","US3503921062","New York Stock Exchange Inc."
"ITI","ITERIS INC","Equity","0.00","4.75","12,355.00","58,748.03","58,748.03","Information Technology","B0421J7","US46564T1079","NASDAQ"
"BSGM","BIOSIG TECHNOLOGIES INC","Equity","0.00","7.20","8,173.00","58,845.60","58,845.60","Health Care","BFMP825","US09073N2018","NASDAQ"
"TSBK","TIMBERLAND BANCORP INC","Equity","0.00","18.21","3,234.00","58,891.14","58,891.14","Financials","2147734","US8870981011","NASDAQ"
"RVI","RETAIL VALUE INC","Equity","0.00","12.36","4,774.00","59,006.64","59,006.64","Real Estate","BD6R191","US76133Q1022","New York Stock Exchange Inc."
"BATRA","LIBERTY MEDIA LIBERTY BRAVES CORP","Equity","0.00","20.08","2,939.00","59,015.12","59,015.12","Communication","BD72H53","US5312297063","NASDAQ"
"CIVB","CIVISTA BANCSHARES INC","Equity","0.00","15.40","3,838.00","59,105.20","59,105.20","Financials","BWT3JH3","US1788671071","NASDAQ"
"KRO","KRONOS WORLDWIDE INC","Equity","0.00","10.41","5,550.00","57,775.50","57,775.50","Materials","2166397","US50105F1057","New York Stock Exchange Inc."
"HUD","HUDSON LTD CLASS A","Equity","0.00","4.87","11,827.00","57,597.49","57,597.49","Consumer Discretionary","BD58J80","BMG464081030","New York Stock Exchange Inc."
"SIBN","SI BONE INC","Equity","0.00","15.94","3,620.00","57,702.80","57,702.80","Health Care","BZ0WN34","US8257041090","NASDAQ"
"OPRT","OPORTUN FINANCIAL CORP","Equity","0.00","13.44","4,204.00","56,501.76","56,501.76","Financials","BKTC5L2","US68376D1046","NASDAQ"
"TMDX","TRANSMEDICS GROUP INC","Equity","0.00","17.92","3,161.00","56,645.12","56,645.12","Health Care","BK6TM04","US89377M1099","NASDAQ"
"IVC","INVACARE CORP","Equity","0.00","6.37","8,915.00","56,788.55","56,788.55","Health Care","2467971","US4612031017","New York Stock Exchange Inc."
"FSBW","FS BANCORP INC","Equity","0.00","38.57","1,478.00","57,006.46","57,006.46","Financials","B4Z5FD5","US30263Y1047","NASDAQ"
"LNDC","LANDEC CORP","Equity","0.00","7.96","7,180.00","57,152.80","57,152.80","Consumer Staples","2517058","US5147661046","NASDAQ"
"PKBK","PARKE BANCORP INC","Equity","0.00","13.55","4,225.00","57,248.75","57,248.75","Financials","2095145","US7008851062","NASDAQ"
"FOSL","FOSSIL GROUP INC","Equity","0.00","4.65","12,055.00","56,055.75","56,055.75","Consumer Discretionary","BBGT609","US34988V1061","NASDAQ"
"NR","NEWPARK RESOURCES INC","Equity","0.00","2.23","24,919.00","55,569.37","55,569.37","Energy","2636878","US6517185046","New York Stock Exchange Inc."
"SBBX","SB ONE BANCORP","Equity","0.00","19.70","2,821.00","55,573.70","55,573.70","Financials","BFMFLB5","US78413T1034","NASDAQ"
"CUTR","CUTERA INC","Equity","0.00","12.17","4,588.00","55,835.96","55,835.96","Health Care","2839741","US2321091082","NASDAQ"
"MCB","METROPOLITAN BANK HOLDING CORP","Equity","0.00","32.08","1,744.00","55,947.52","55,947.52","Financials","BDBRDR8","US5917741044","New York Stock Exchange Inc."
"HMHC","HOUGHTON MIFFLIN HARCOURT","Equity","0.00","1.81","30,328.00","54,893.68","54,893.68","Consumer Discretionary","BGCBBK9","US44157R1095","NASDAQ"
"PDLB","PDL COMMUNITY BANCORP","Equity","0.00","10.18","5,374.00","54,707.32","54,707.32","Financials","BF4KTN6","US69290X1019","NASDAQ"
"CARE","CARTER BANK AND TRUST","Equity","0.00","8.07","6,792.00","54,811.44","54,811.44","Financials","B1T84X2","US1461021081","NASDAQ"
"NKSH","NATIONAL BANKSHARES INC","Equity","0.00","28.60","1,918.00","54,854.80","54,854.80","Financials","2532556","US6348651091","NASDAQ"
"PICO","PICO HOLDINGS INC","Equity","0.00","8.43","6,531.00","55,056.33","55,056.33","Industrials","2326737","US6933662057","NASDAQ"
"HOFT","HOOKER FURNITURE CORP","Equity","0.00","19.45","2,833.00","55,101.85","55,101.85","Consumer Discretionary","2748911","US4390381006","NASDAQ"
"AXTI","AXT INC","Equity","0.00","4.76","11,287.00","53,726.12","53,726.12","Information Technology","2247979","US00246W1036","NASDAQ"
"AMNB","AMERICAN NATIONAL BANKSHARES INC","Equity","0.00","25.04","2,157.00","54,011.28","54,011.28","Financials","2596950","US0277451086","NASDAQ"
"ACTG","ACACIA RESEARCH CORP","Equity","0.00","4.09","13,218.00","54,061.62","54,061.62","Industrials","2169589","US0038813079","NASDAQ"
"AMAL","AMALGAMATED BANK CLASS A","Equity","0.00","12.64","4,284.00","54,149.76","54,149.76","Financials","BF1DNC5","US0226631085","NASDAQ"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Equity","0.00","16.90","3,205.00","54,164.50","54,164.50","Financials","BD5G1Z5","US29667J1016","NASDAQ"
"SSTI","SHOTSPOTTER INC","Equity","0.00","25.20","2,155.00","54,306.00","54,306.00","Information Technology","BF1STB1","US82536T1079","NASDAQ"
"SLCT","SELECT BANCORP INC","Equity","0.00","8.14","6,673.00","54,318.22","54,318.22","Financials","BPHCTK6","US81617L1089","NASDAQ"
"RM","REGIONAL MANAGEMENT CORP","Equity","0.00","17.71","3,068.00","54,334.28","54,334.28","Financials","B719DK5","US75902K1060","New York Stock Exchange Inc."
"CPLG","COREPOINT LODGING INC","Equity","0.00","4.21","12,925.00","54,414.25","54,414.25","Real Estate","BDTMRB7","US21872L1044","New York Stock Exchange Inc."
"GDEN","GOLDEN ENTERTAINMENT INC","Equity","0.00","8.92","5,915.00","52,761.80","52,761.80","Consumer Discretionary","BYNH8R8","US3810131017","NASDAQ"
"AOSL","ALPHA AND OMEGA SEMICONDUCTOR LTD","Equity","0.00","10.88","4,858.00","52,855.04","52,855.04","Information Technology","B5Q3KZ2","BMG6331P1041","NASDAQ"
"MNSB","MAINSTREET BANCSHARES INC","Equity","0.00","13.20","4,016.00","53,011.20","53,011.20","Financials","BD0R8C9","US56064Y1001","NASDAQ"
"SPOK","SPOK HOLDINGS INC","Equity","0.00","9.35","5,677.00","53,079.95","53,079.95","Communication","BNZB473","US84863T1060","NASDAQ"
"TLYS","TILLYS INC CLASS A","Equity","0.00","5.67","9,388.00","53,229.96","53,229.96","Consumer Discretionary","B7TN3D2","US8868851028","New York Stock Exchange Inc."
"MOV","MOVADO GROUP INC","Equity","0.00","10.84","4,925.00","53,387.00","53,387.00","Consumer Discretionary","2643168","US6245801062","New York Stock Exchange Inc."
"FRGI","FIESTA RESTAURANT GROUP INC","Equity","0.00","6.38","8,108.00","51,729.04","51,729.04","Consumer Discretionary","B7V5P52","US31660B1017","NASDAQ"
"BPRN","THE BANK OF PRINCETON","Equity","0.00","20.08","2,580.00","51,806.40","51,806.40","Financials","BYT2PJ8","US0645201098","NASDAQ"
"TITN","TITAN MACHINERY INC","Equity","0.00","10.86","4,778.00","51,889.08","51,889.08","Industrials","B29H3T5","US88830R1014","NASDAQ"
"MSON","MISONIX INC","Equity","0.00","13.57","3,831.00","51,986.67","51,986.67","Health Care","2599250","US6048711039","NASDAQ"
"IESC","IES INC","Equity","0.00","23.17","2,246.00","52,039.82","52,039.82","Industrials","BD978B9","US44951W1062","NASDAQ"
"RES","RPC INC","Equity","0.00","3.08","16,913.00","52,092.04","52,092.04","Energy","2719456","US7496601060","New York Stock Exchange Inc."
"RBNC","RELIANT BANCORP INC","Equity","0.00","16.29","3,211.00","52,307.19","52,307.19","Financials","BD25P75","US75956B1017","NASDAQ"
"LEVL","LEVEL ONE BANCORP INC","Equity","0.00","16.74","3,133.00","52,446.42","52,446.42","Financials","BFX1V23","US52730D2080","NASDAQ"
"TALO","TALOS ENERGY INC","Equity","0.00","9.20","5,701.00","52,449.20","52,449.20","Energy","BDT56V9","US87484T1088","New York Stock Exchange Inc."
"BBX","BBX CAPITAL CORP CLASS A","Equity","0.00","2.54","20,666.00","52,491.64","52,491.64","Consumer Discretionary","BDG0NQ1","US05491N1046","New York Stock Exchange Inc."
"VRAY","VIEWRAY INC","Equity","0.00","2.24","23,453.00","52,534.72","52,534.72","Health Care","BYSGPK2","US92672L1070","NASDAQ"
"LAWS","LAWSON PRODUCTS INC","Equity","0.00","32.26","1,630.00","52,583.80","52,583.80","Industrials","2508126","US5207761058","NASDAQ"
"ETM","ENTERCOM COMMUNICATIONS CORP CLASS","Equity","0.00","1.38","37,300.00","51,474.00","51,474.00","Communication","2382892","US2936391000","New York Stock Exchange Inc."
"LCI","LANNETT COMPANY INC","Equity","0.00","7.26","7,086.00","51,444.36","51,444.36","Health Care","2447694","US5160121019","New York Stock Exchange Inc."
"PIRS","PIERIS PHARMACEUTICALS INC","Equity","0.00","3.10","16,408.00","50,864.80","50,864.80","Health Care","BTJRTY1","US7207951036","NASDAQ"
"PBIP","PRUDENTIAL BANCORP INC","Equity","0.00","12.04","4,228.00","50,905.12","50,905.12","Financials","BFNYRJ1","US74431A1016","NASDAQ"
"BOCH","BANK OF COMMERCE HOLDINGS","Equity","0.00","7.58","6,721.00","50,945.18","50,945.18","Financials","B01KDQ5","US06424J1034","NASDAQ"
"GLRE","GREENLIGHT CAPITAL LTD CLASS A","Equity","0.00","6.52","7,864.00","51,273.28","51,273.28","Financials","B1XRCZ3","KYG4095J1094","NASDAQ"
"UBFO","UNITED SECURITY BANCSHARES","Equity","0.00","6.69","7,699.00","51,506.31","51,506.31","Financials","2714569","US9114601035","NASDAQ"
"EXTN","EXTERRAN CORP","Equity","0.00","5.39","9,594.00","51,711.66","51,711.66","Energy","BYMC5T5","US30227H1068","New York Stock Exchange Inc."
"KALV","KALVISTA PHARMACEUTICALS INC","Equity","0.00","12.10","4,274.00","51,715.40","51,715.40","Health Care","BD06CS0","US4834971032","NASDAQ"
"GHL","GREENHILL INC","Equity","0.00","9.99","5,024.00","50,189.76","50,189.76","Financials","B00G8B4","US3952591044","New York Stock Exchange Inc."
"GTYH","GTY TECHNOLOGY HOLDINGS INC","Equity","0.00","4.17","11,977.00","49,884.21","49,884.21","Information Technology","BGKCWH8","US3624091043","NASDAQ"
"ESXB","COMMUNITY BANKERS CORP TRUST","Equity","0.00","5.50","9,079.00","49,934.50","49,934.50","Financials","B1CWK77","US2036121067","NASDAQ"
"ADMA","ADMA BIOLOGICS INC","Equity","0.00","2.93","17,064.00","49,997.52","49,997.52","Health Care","B9NSBM2","US0008991046","NASDAQ"
"FVCB","FVCBANKCORP INC","Equity","0.00","10.76","4,654.00","50,077.04","50,077.04","Financials","BY7RH33","US36120Q1013","NASDAQ"
"BFST","BUSINESS FIRST BANCSHARES INC","Equity","0.00","15.35","3,269.00","50,179.15","50,179.15","Financials","BF5HDJ0","US12326C1053","NASDAQ"
"NERV","MINERVA NEUROSCIENCES INC","Equity","0.00","3.61","13,918.00","50,243.98","50,243.98","Health Care","BNB7PK5","US6033801068","NASDAQ"
"SMBK","SMARTFINANCIAL INC","Equity","0.00","16.18","3,108.00","50,287.44","50,287.44","Financials","BYVYKX1","US83190L2088","NASDAQ"
"GCI","GANNETT CO INC","Equity","0.00","1.38","36,505.00","50,376.90","50,376.90","Communication","BKPH157","US36472T1097","New York Stock Exchange Inc."
"FSTR","LB FOSTER","Equity","0.00","12.77","3,946.00","50,390.42","50,390.42","Industrials","2348225","US3500601097","NASDAQ"
"FPRX","FIVE PRIME THERAPEUTICS INC","Equity","0.00","6.10","8,263.00","50,404.30","50,404.30","Health Care","BDGTXL3","US33830X1046","NASDAQ"
"FNLC","FIRST BANCORP INC","Equity","0.00","21.70","2,324.00","50,430.80","50,430.80","Financials","2353047","US31866P1021","NASDAQ"
"RTIX","RTI SURGICAL HOLDINGS INC","Equity","0.00","3.18","15,876.00","50,485.68","50,485.68","Health Care","2589110","US74975N1054","NASDAQ"
"HURC","HURCO COMPANIES INC","Equity","0.00","27.97","1,809.00","50,597.73","50,597.73","Industrials","2446367","US4473241044","NASDAQ"
"NATH","NATHANS FAMOUS INC","Equity","0.00","56.24","885.00","49,772.40","49,772.40","Consumer Discretionary","2622747","US6323471002","NASDAQ"
"NRIM","NORTHRIM BANCORP INC","Equity","0.00","25.14","1,947.00","48,947.58","48,947.58","Financials","2640277","US6667621097","NASDAQ"
"SCOR","COMSCORE INC","Equity","0.00","3.10","15,810.00","49,011.00","49,011.00","Communication","B1YWRF2","US20564W1053","NASDAQ"
"UFI","UNIFI INC","Equity","0.00","12.88","3,849.00","49,575.12","49,575.12","Consumer Discretionary","2911865","US9046772003","New York Stock Exchange Inc."
"CHS","CHICOS FAS INC","Equity","0.00","1.38","36,096.00","49,812.48","49,812.48","Consumer Discretionary","2196781","US1686151028","New York Stock Exchange Inc."
"ADRO","ADURO BIOTECH INC","Equity","0.00","2.31","21,584.00","49,859.04","49,859.04","Health Care","BWTVW89","US00739L1017","NASDAQ"
"GOGO","GOGO INC","Equity","0.00","3.16","15,363.00","48,547.08","48,547.08","Communication","BB2C2R1","US38046C1099","NASDAQ"
"CECE","CECO ENVIRONMENTAL CORP","Equity","0.00","6.59","7,316.00","48,212.44","48,212.44","Industrials","2011970","US1251411013","NASDAQ"
"OVLY","OAK VALLEY BANCORP","Equity","0.00","12.68","3,814.00","48,361.52","48,361.52","Financials","B019FQ6","US6718071052","NASDAQ"
"FCBP","FIRST CHOICE BANCORP","Equity","0.00","16.38","2,959.00","48,468.42","48,468.42","Financials","BF113F2","US31948P1049","NASDAQ"
"TCFC","COMMUNITY FINANCIAL","Equity","0.00","24.40","1,994.00","48,653.60","48,653.60","Financials","BFTHC55","US20368X1019","NASDAQ"
"BFIN","BANKFINANCIAL CORP","Equity","0.00","8.40","5,813.00","48,829.20","48,829.20","Financials","B038282","US06643P1049","NASDAQ"
"FCCY","1ST CONSTITUTION BANCORP","Equity","0.00","12.40","3,938.00","48,831.20","48,831.20","Financials","2554345","US31986N1028","NASDAQ"
"OVBC","OHIO VALLEY BANC CORP","Equity","0.00","22.55","2,167.00","48,865.85","48,865.85","Financials","2549136","US6777191064","NASDAQ"
"GBL","GAMCO INVESTORS INC CLASS A","Equity","0.00","13.31","3,606.00","47,995.86","47,995.86","Financials","2386827","US3614381040","New York Stock Exchange Inc."
"ITIC","INVESTORS TITLE","Equity","0.00","121.32","389.00","47,193.48","47,193.48","Financials","2469892","US4618041069","NASDAQ"
"GRBK","GREEN BRICK PARTNERS INC","Equity","0.00","11.85","4,017.00","47,601.45","47,601.45","Consumer Discretionary","BS7T2R6","US3927091013","NASDAQ"
"IMMR","IMMERSION CORP","Equity","0.00","6.23","7,645.00","47,628.35","47,628.35","Information Technology","2517854","US4525211078","NASDAQ"
"RFL","RAFAEL HOLDINGS INC CLASS B","Equity","0.00","14.37","3,321.00","47,722.77","47,722.77","Real Estate","BFWZ8G9","US75062E1064","New York Stock Exchange Inc."
"UEC","URANIUM ENERGY CORP","Equity","0.00","0.88","54,373.00","47,723.18","47,723.18","Energy","B0VLLY2","US9168961038","Nyse Mkt Llc"
"DHX","DHI GROUP INC","Equity","0.00","2.10","22,729.00","47,730.90","47,730.90","Communication","BWX70S9","US23331S1006","New York Stock Exchange Inc."
"ISTR","INVESTAR HOLDING CORP","Equity","0.00","14.50","3,297.00","47,806.50","47,806.50","Financials","BNGY4R1","US46134L1052","NASDAQ"
"PEBK","PEOPLES BANCORP OF NORTH CAROLINA","Equity","0.00","17.67","2,709.00","47,868.03","47,868.03","Financials","2620503","US7105771072","NASDAQ"
"GDP","GOODRICH PETE CORP","Equity","0.00","7.20","6,424.00","46,252.80","46,252.80","Energy","BYNXZ97","US3824108431","Nyse Mkt Llc"
"MNOV","MEDICINOVA INC","Equity","0.00","5.42","8,541.00","46,292.22","46,292.22","Health Care","B1L2QM5","US58468P2065","NASDAQ"
"OPBK","OP BANCORP","Equity","0.00","6.90","6,721.00","46,374.90","46,374.90","Financials","BD06KV9","US67109R1095","NASDAQ"
"SFST","SOUTHERN FIRST BANCSHARES INC","Equity","0.00","27.71","1,675.00","46,414.25","46,414.25","Financials","2508030","US8428731017","NASDAQ"
"BCML","BAYCOM CORP","Equity","0.00","12.91","3,619.00","46,721.29","46,721.29","Financials","BYSTY59","US07272M1071","NASDAQ"
"DMRC","DIGIMARC CORP","Equity","0.00","15.99","2,922.00","46,722.78","46,722.78","Information Technology","B3F05P5","US25381B1017","NASDAQ"
"MPB","MID PENN BANCORP INC","Equity","0.00","18.43","2,543.00","46,867.49","46,867.49","Financials","2618348","US59540G1076","NASDAQ"
"BGSF","BG STAFFING INC","Equity","0.00","11.32","4,152.00","47,000.64","47,000.64","Industrials","BKX6MK8","US05544A1097","New York Stock Exchange Inc."
"UUUU","ENERGY FUELS INC","Equity","0.00","1.51","30,180.00","45,571.80","45,571.80","Energy","BFV4XW8","CA2926717083","Nyse Mkt Llc"
"PCB","PCB BANCORP","Equity","0.00","10.30","4,406.00","45,381.80","45,381.80","Financials","BKLTT20","US69320M1099","NASDAQ"
"ACNB","ACNB CORP","Equity","0.00","26.18","1,737.00","45,474.66","45,474.66","Financials","2412012","US0008681092","NASDAQ"
"RICK","RCI HOSPITALITY HOLDINGS INC","Equity","0.00","13.86","3,285.00","45,530.10","45,530.10","Consumer Discretionary","BQ0QT80","US74934Q1085","NASDAQ"
"PROS","PROSIGHT GLOBAL INC","Equity","0.00","8.90","5,138.00","45,728.20","45,728.20","Financials","BJTZQ88","US74349J1034","New York Stock Exchange Inc."
"EML","EASTERN","Equity","0.00","17.87","2,580.00","46,104.60","46,104.60","Industrials","2300087","US2763171046","NASDAQ"
"RYAM","RAYONIER ADVANCED MATERIALS INC","Equity","0.00","2.81","15,933.00","44,771.73","44,771.73","Materials","BN458W9","US75508B1044","New York Stock Exchange Inc."
"BREW","CRAFT BREW ALLIANCE INC","Equity","0.00","15.39","2,878.00","44,292.42","44,292.42","Consumer Staples","2723350","US2241221017","NASDAQ"
"STXB","SPIRIT OF TEXAS BANCSHARES INC","Equity","0.00","12.31","3,606.00","44,389.86","44,389.86","Financials","BFMFKX0","US84861D1037","NASDAQ"
"BCBP","BCB BANCORP INC","Equity","0.00","9.28","4,794.00","44,488.32","44,488.32","Financials","2848253","US0552981039","NASDAQ"
"BRG","BLUEROCK RESIDENTIAL GROWTH REIT C","Equity","0.00","8.08","5,533.00","44,706.64","44,706.64","Real Estate","BKWBZX8","US09627J1025","Nyse Mkt Llc"
"SNCR","SYNCHRONOSS TECHNOLOGIES INC","Equity","0.00","3.53","12,692.00","44,802.76","44,802.76","Information Technology","B17BCQ2","US87157B1035","NASDAQ"
"ODC","OIL DRI CORPORATION OF AMERICA","Equity","0.00","34.70","1,294.00","44,901.80","44,901.80","Consumer Staples","2657794","US6778641000","New York Stock Exchange Inc."
"HBCP","HOME BANCORP INC","Equity","0.00","26.75","1,681.00","44,966.75","44,966.75","Financials","B39XGV3","US43689E1073","NASDAQ"
"SIEN","SIENTRA INC","Equity","0.00","3.87","11,675.00","45,182.25","45,182.25","Health Care","BRTNNX2","US82621J1051","NASDAQ"
"CEIX","CONSOL ENERGY INC","Equity","0.00","5.07","8,576.00","43,480.32","43,480.32","Energy","BF4L070","US20854L1089","New York Stock Exchange Inc."
"CVTI","COVENANT TRANSPORTATION GROUP INC","Equity","0.00","14.43","3,013.00","43,477.59","43,477.59","Industrials","2200853","US22284P1057","NASDAQ"
"PFBI","PREMIER FINANCIAL BANCORP INC","Equity","0.00","12.82","3,402.00","43,613.64","43,613.64","Financials","2701657","US74050M1053","NASDAQ"
"FRBK","REPUBLIC FIRST BANCORP INC","Equity","0.00","2.44","17,898.00","43,671.12","43,671.12","Financials","2421546","US7604161072","NASDAQ"
"HTZ","HERTZ GLOBAL HOLDINGS INC","Equity","0.00","1.41","30,990.00","43,695.90","43,695.90","Industrials","BZBYZY4","US42806J1060","New York Stock Exchange Inc."
"ATLO","AMES NATIONAL CORP","Equity","0.00","19.74","2,218.00","43,783.32","43,783.32","Financials","B00MZ00","US0310011004","NASDAQ"
"DAKT","DAKTRONICS INC","Equity","0.00","4.35","10,091.00","43,895.85","43,895.85","Information Technology","2254010","US2342641097","NASDAQ"
"TMST","TIMKENSTEEL CORP","Equity","0.00","3.89","11,306.00","43,980.34","43,980.34","Materials","BNBPMX1","US8873991033","New York Stock Exchange Inc."
"CNCE","CONCERT PHARMACEUTICALS INC","Equity","0.00","9.95","4,426.00","44,038.70","44,038.70","Health Care","BJS9432","US2060221056","NASDAQ"
"CLFD","CLEARFIELD INC","Equity","0.00","13.96","3,159.00","44,099.64","44,099.64","Information Technology","2002059","US18482P1030","NASDAQ"
"CTO","CTO REALTY GROWTH INC","Equity","0.00","39.50","1,119.00","44,200.50","44,200.50","Real Estate","BMQ60M7","US22948P1030","Nyse Mkt Llc"
"TPB","TURNING POINT BRANDS INC","Equity","0.00","24.91","1,737.00","43,268.67","43,268.67","Consumer Staples","BYQ7X92","US90041L1052","New York Stock Exchange Inc."
"TISI","TEAM INC","Equity","0.00","5.57","7,640.00","42,554.80","42,554.80","Industrials","2879123","US8781551002","New York Stock Exchange Inc."
"ACRX","ACELRX PHARMACEUTICALS INC","Equity","0.00","1.21","35,173.00","42,559.33","42,559.33","Health Care","B5STJG2","US00444T1007","NASDAQ"
"KIN","KINDRED BIOSCIENCES INC","Equity","0.00","4.49","9,499.00","42,650.51","42,650.51","Health Care","BH3XG40","US4945771099","NASDAQ"
"EVBN","EVANS BANCORP INC","Equity","0.00","23.26","1,841.00","42,821.66","42,821.66","Financials","2552565","US29911Q2084","Nyse Mkt Llc"
"EVI","EVI INDUSTRIES INC","Equity","0.00","21.71","1,981.00","43,007.51","43,007.51","Industrials","BGSPSG0","US26929N1028","Nyse Mkt Llc"
"LTRPA","LIBERTY TRIPADVISOR HOLDINGS INC S","Equity","0.00","2.13","20,290.00","43,217.70","43,217.70","Communication","BQ5BPM6","US5314651028","NASDAQ"
"VIACA","VIACOMCBS INC CLASS A","Equity","0.00","25.60","1,654.00","42,342.40","42,342.40","Communication","BKTNTP7","US92556H1077","NASDAQ"
"RBB","RBB BANCORP","Equity","0.00","13.65","3,039.00","41,482.35","41,482.35","Financials","B8BBRW8","US74930B1052","NASDAQ"
"WTRH","WAITR HOLDINGS INC","Equity","0.00","2.63","15,806.00","41,569.78","41,569.78","Consumer Discretionary","BFY66V1","US9307521008","NASDAQ"
"RRGB","RED ROBIN GOURMET BURGERS INC","Equity","0.00","10.20","4,085.00","41,667.00","41,667.00","Consumer Discretionary","2966144","US75689M1018","NASDAQ"
"FGBI","FIRST GUARANTY BANCSHARES INC","Equity","0.00","12.23","3,412.00","41,728.76","41,728.76","Financials","B7GMCG8","US32043P1066","NASDAQ"
"FNKO","FUNKO INC CLASS A","Equity","0.00","5.80","7,210.00","41,818.00","41,818.00","Consumer Discretionary","BF329J9","US3610081057","NASDAQ"
"FRBA","FIRST BANK","Equity","0.00","6.52","6,416.00","41,832.32","41,832.32","Financials","B1VQ1H7","US31931U1025","NASDAQ"
"HBMD","HOWARD BANCORP INC","Equity","0.00","10.62","3,968.00","42,140.16","42,140.16","Financials","B125QV2","US4424961054","NASDAQ"
"TYME","TYME TECHNOLOGIES INC","Equity","0.00","1.33","30,527.00","40,600.91","40,600.91","Health Care","BR3HZM3","US90238J1034","NASDAQ"
"MLP","MAUI LAND AND PINEAPPLE INC","Equity","0.00","11.10","3,693.00","40,992.30","40,992.30","Real Estate","2572604","US5773451019","New York Stock Exchange Inc."
"SMBC","SOUTHERN MISSOURI BANCORP INC","Equity","0.00","24.30","1,706.00","41,455.80","41,455.80","Financials","2570501","US8433801060","NASDAQ"
"PKOH","PARK OHIO HOLDINGS CORP","Equity","0.00","16.59","2,388.00","39,616.92","39,616.92","Industrials","2671363","US7006661000","NASDAQ"
"FNWB","FIRST NORTHWEST BAN","Equity","0.00","12.42","3,191.00","39,632.22","39,632.22","Financials","BVSSGV5","US3358341077","NASDAQ"
"WEYS","WEYCO GROUP INC","Equity","0.00","21.59","1,840.00","39,725.60","39,725.60","Consumer Discretionary","2947774","US9621491003","NASDAQ"
"CMRX","CHIMERIX INC","Equity","0.00","3.10","12,819.00","39,738.90","39,738.90","Health Care","B8RLM49","US16934W1062","NASDAQ"
"SHBI","SHORE BANCSHARES INC","Equity","0.00","11.09","3,584.00","39,746.56","39,746.56","Financials","2748869","US8251071051","NASDAQ"
"PVAC","PENN VA CORP","Equity","0.00","9.53","4,184.00","39,873.52","39,873.52","Energy","BZCD9S2","US70788V1026","NASDAQ"
"CORR","CORENERGY INFRASTRUCTURE TRUST REI","Equity","0.00","9.15","4,360.00","39,894.00","39,894.00","Real Estate","BZ4BVL1","US21870U5020","New York Stock Exchange Inc."
"LCNB","LCNB CORP","Equity","0.00","15.96","2,511.00","40,075.56","40,075.56","Financials","2283917","US50181P1003","NASDAQ"
"ARAY","ACCURAY INC","Equity","0.00","2.03","19,821.00","40,236.63","40,236.63","Health Care","B1R2HW6","US0043971052","NASDAQ"
